# Attempt at a cleaner version of the kidney cancer data from section 2.7 of Bayesian Data Analysis, 3rd edition (Gelman et al.)
# Based on http://www.stat.columbia.edu/~gelman/book/data/cancer/
# Columns 4 to 12 correspond to 1980-84; columns 13 to 21 to 1985-89
# Robin Ryder, 12 September 2019
"","state","Location","fips","dc","dcV","pop","popV","aadc","aadcV","dcC","dcCV","good","dc.2","dcV.2","pop.2","popV.2","aadc.2","aadcV.2","dcC.2","dcCV.2","good.2"
"2235","WASHINGTON","Pierce County, Washington",53053,40,"VALID",1124212,"VALID",4,"VALID",3.6,"VALID",1,61,"VALID",1194189,"VALID",5.6,"VALID",5.1,"VALID",1
"2517","WASHINGTON","San Juan County, Washington",53055,3,"VALID",20103,"VALID",10.2,"UNRELIABLE",14.9,"UNRELIABLE",1,1,"VALID",22119,"VALID",2.1,"UNRELIABLE",4.5,"UNRELIABLE",1
"2620","WASHINGTON","Skagit County, Washington",53057,12,"VALID",159357,"VALID",6.1,"UNRELIABLE",7.5,"UNRELIABLE",1,6,"VALID",171459,"VALID",2.8,"UNRELIABLE",3.5,"UNRELIABLE",1
"2621","WASHINGTON","Skamania County, Washington",53059,1,"VALID",19424,"VALID",7.5,"UNRELIABLE",5.1,"UNRELIABLE",1,1,"VALID",19453,"VALID",5.1,"UNRELIABLE",5.1,"UNRELIABLE",1
"2628","WASHINGTON","Snohomish County, Washington",53061,31,"VALID",846507,"VALID",4.3,"VALID",3.7,"VALID",1,35,"VALID",963559,"VALID",4.2,"VALID",3.6,"VALID",1
"2644","WASHINGTON","Spokane County, Washington",53063,40,"VALID",809458,"VALID",4.9,"VALID",4.9,"VALID",1,38,"VALID",823097,"VALID",4.1,"VALID",4.6,"VALID",1
"2671","WASHINGTON","Stevens County, Washington",53065,3,"VALID",70187,"VALID",3.9,"UNRELIABLE",4.3,"UNRELIABLE",1,1,"VALID",70977,"VALID",1.6,"UNRELIABLE",1.4,"UNRELIABLE",1
"2763","WASHINGTON","Thurston County, Washington",53067,11,"VALID",304899,"VALID",3.9,"UNRELIABLE",3.6,"UNRELIABLE",1,9,"VALID",334269,"VALID",2.8,"UNRELIABLE",2.7,"UNRELIABLE",1
"2880","WASHINGTON","Wahkiakum County, Washington",53069,0,"VALID",9108,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",8193,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2888","WASHINGTON","Walla Walla County, Washington",53071,4,"VALID",116401,"VALID",3.2,"UNRELIABLE",3.4,"UNRELIABLE",1,6,"VALID",114736,"VALID",4.2,"UNRELIABLE",5.2,"UNRELIABLE",1
"3001","WASHINGTON","Whatcom County, Washington",53073,13,"VALID",256756,"VALID",5.5,"UNRELIABLE",5.1,"UNRELIABLE",1,14,"VALID",271467,"VALID",5,"UNRELIABLE",5.2,"UNRELIABLE",1
"3017","WASHINGTON","Whitman County, Washington",53075,1,"VALID",97590,"VALID",1.3,"UNRELIABLE",1,"UNRELIABLE",1,3,"VALID",93583,"VALID",4.7,"UNRELIABLE",3.2,"UNRELIABLE",1
"3086","WASHINGTON","Yakima County, Washington",53077,22,"VALID",407858,"VALID",5,"VALID",5.4,"VALID",1,15,"VALID",417209,"VALID",3.5,"UNRELIABLE",3.6,"UNRELIABLE",1
"130","WEST.VIRGINIA","Barbour County, West Virginia",54001,3,"VALID",39693,"VALID",6.2,"UNRELIABLE",7.6,"UNRELIABLE",1,0,"VALID",38082,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"191","WEST.VIRGINIA","Berkeley County, West Virginia",54003,6,"VALID",114658,"VALID",5.1,"UNRELIABLE",5.2,"UNRELIABLE",1,5,"VALID",127713,"VALID",4.3,"UNRELIABLE",3.9,"UNRELIABLE",1
"236","WEST.VIRGINIA","Boone County, West Virginia",54005,6,"VALID",74123,"VALID",9.3,"UNRELIABLE",8.1,"UNRELIABLE",1,2,"VALID",67290,"VALID",3.1,"UNRELIABLE",3,"UNRELIABLE",1
"260","WEST.VIRGINIA","Braxton County, West Virginia",54007,1,"VALID",34636,"VALID",2.1,"UNRELIABLE",2.9,"UNRELIABLE",1,4,"VALID",33128,"VALID",8.7,"UNRELIABLE",12.1,"UNRELIABLE",1
"274","WEST.VIRGINIA","Brooke County, West Virginia",54009,5,"VALID",72582,"VALID",6.5,"UNRELIABLE",6.9,"UNRELIABLE",1,4,"VALID",66308,"VALID",5.2,"UNRELIABLE",6,"UNRELIABLE",1
"331","WEST.VIRGINIA","Cabell County, West Virginia",54011,10,"VALID",238095,"VALID",3.8,"UNRELIABLE",4.2,"UNRELIABLE",1,7,"VALID",224696,"VALID",2.6,"UNRELIABLE",3.1,"UNRELIABLE",1
"353","WEST.VIRGINIA","Calhoun County, West Virginia",54013,0,"VALID",20738,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",20112,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"550","WEST.VIRGINIA","Clay County, West Virginia",54015,1,"VALID",27963,"VALID",3,"UNRELIABLE",3.6,"UNRELIABLE",1,0,"VALID",26243,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"785","WEST.VIRGINIA","Doddridge County, West Virginia",54017,2,"VALID",18806,"VALID",6.3,"UNRELIABLE",10.6,"UNRELIABLE",1,3,"VALID",17969,"VALID",12.8,"UNRELIABLE",16.7,"UNRELIABLE",1
"913","WEST.VIRGINIA","Fayette County, West Virginia",54019,7,"VALID",128768,"VALID",5.1,"UNRELIABLE",5.4,"UNRELIABLE",1,5,"VALID",116049,"VALID",3.8,"UNRELIABLE",4.3,"UNRELIABLE",1
"1034","WEST.VIRGINIA","Gilmer County, West Virginia",54021,2,"VALID",21331,"VALID",8.4,"UNRELIABLE",9.4,"UNRELIABLE",1,3,"VALID",20229,"VALID",12.4,"UNRELIABLE",14.8,"UNRELIABLE",1
"1082","WEST.VIRGINIA","Grant County, West Virginia",54023,0,"VALID",25236,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",25136,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1096","WEST.VIRGINIA","Greenbrier County, West Virginia",54025,3,"VALID",86730,"VALID",3.1,"UNRELIABLE",3.5,"UNRELIABLE",1,7,"VALID",82351,"VALID",6.5,"UNRELIABLE",8.5,"UNRELIABLE",1
"1161","WEST.VIRGINIA","Hampshire County, West Virginia",54027,3,"VALID",36866,"VALID",7,"UNRELIABLE",8.1,"UNRELIABLE",1,2,"VALID",38183,"VALID",4.5,"UNRELIABLE",5.2,"UNRELIABLE",1
"1173","WEST.VIRGINIA","Hancock County, West Virginia",54029,5,"VALID",94284,"VALID",4.7,"UNRELIABLE",5.3,"UNRELIABLE",1,0,"VALID",86038,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1190","WEST.VIRGINIA","Hardy County, West Virginia",54031,0,"VALID",24786,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",25549,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1209","WEST.VIRGINIA","Harrison County, West Virginia",54033,10,"VALID",180487,"VALID",4.7,"UNRELIABLE",5.5,"UNRELIABLE",1,10,"VALID",169720,"VALID",4.6,"UNRELIABLE",5.9,"UNRELIABLE",1
"1372","WEST.VIRGINIA","Jackson County, West Virginia",54035,3,"VALID",64624,"VALID",4.5,"UNRELIABLE",4.6,"UNRELIABLE",1,4,"VALID",63750,"VALID",5.9,"UNRELIABLE",6.3,"UNRELIABLE",1
"1410","WEST.VIRGINIA","Jefferson County, West Virginia",54037,3,"VALID",69990,"VALID",4.7,"UNRELIABLE",4.3,"UNRELIABLE",1,2,"VALID",76716,"VALID",2.7,"UNRELIABLE",2.6,"UNRELIABLE",1
"1453","WEST.VIRGINIA","Kanawha County, West Virginia",54039,28,"VALID",510811,"VALID",5.1,"VALID",5.5,"VALID",1,30,"VALID",476621,"VALID",5.4,"VALID",6.3,"VALID",1
"1632","WEST.VIRGINIA","Lewis County, West Virginia",54041,2,"VALID",45079,"VALID",3.5,"UNRELIABLE",4.4,"UNRELIABLE",1,6,"VALID",43512,"VALID",11.4,"UNRELIABLE",13.8,"UNRELIABLE",1
"1662","WEST.VIRGINIA","Lincoln County, West Virginia",54043,1,"VALID",58635,"VALID",1.9,"UNRELIABLE",1.7,"UNRELIABLE",1,2,"VALID",54781,"VALID",3.9,"UNRELIABLE",3.7,"UNRELIABLE",1
"1690","WEST.VIRGINIA","Logan County, West Virginia",54045,4,"VALID",117781,"VALID",3.8,"UNRELIABLE",3.4,"UNRELIABLE",1,5,"VALID",108288,"VALID",4.5,"UNRELIABLE",4.6,"UNRELIABLE",1
"1818","WEST.VIRGINIA","Marion County, West Virginia",54049,7,"VALID",147526,"VALID",4.1,"UNRELIABLE",4.7,"UNRELIABLE",1,9,"VALID",136302,"VALID",6,"UNRELIABLE",6.6,"UNRELIABLE",1
"1834","WEST.VIRGINIA","Marshall County, West Virginia",54051,4,"VALID",98676,"VALID",3.8,"UNRELIABLE",4.1,"UNRELIABLE",1,6,"VALID",92538,"VALID",5.8,"UNRELIABLE",6.5,"UNRELIABLE",1
"1847","WEST.VIRGINIA","Mason County, West Virginia",54053,4,"VALID",65569,"VALID",5.9,"UNRELIABLE",6.1,"UNRELIABLE",1,5,"VALID",62508,"VALID",7.3,"UNRELIABLE",8,"UNRELIABLE",1
"1734","WEST.VIRGINIA","McDowell County, West Virginia",54047,4,"VALID",99690,"VALID",4.3,"UNRELIABLE",4,"UNRELIABLE",1,7,"VALID",84393,"VALID",8.2,"UNRELIABLE",8.3,"UNRELIABLE",1
"1882","WEST.VIRGINIA","Mercer County, West Virginia",54055,6,"VALID",162757,"VALID",3.5,"UNRELIABLE",3.7,"UNRELIABLE",1,10,"VALID",150865,"VALID",5.7,"UNRELIABLE",6.6,"UNRELIABLE",1
"1911","WEST.VIRGINIA","Mineral County, West Virginia",54057,1,"VALID",64523,"VALID",1.4,"UNRELIABLE",1.5,"UNRELIABLE",1,4,"VALID",63156,"VALID",5.8,"UNRELIABLE",6.3,"UNRELIABLE",1
"1913","WEST.VIRGINIA","Mingo County, West Virginia",54059,4,"VALID",90703,"VALID",5.3,"UNRELIABLE",4.4,"UNRELIABLE",1,0,"VALID",85465,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1933","WEST.VIRGINIA","Monongalia County, West Virginia",54061,4,"VALID",182662,"VALID",2.8,"UNRELIABLE",2.2,"UNRELIABLE",1,10,"VALID",179783,"VALID",6.6,"UNRELIABLE",5.6,"UNRELIABLE",1
"1949","WEST.VIRGINIA","Monroe County, West Virginia",54063,0,"VALID",30598,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",30057,"VALID",5.8,"UNRELIABLE",6.7,"UNRELIABLE",1
"1992","WEST.VIRGINIA","Morgan County, West Virginia",54065,2,"VALID",26522,"VALID",6.7,"UNRELIABLE",7.5,"UNRELIABLE",1,4,"VALID",27584,"VALID",11.1,"UNRELIABLE",14.5,"UNRELIABLE",1
"2058","WEST.VIRGINIA","Nicholas County, West Virginia",54067,2,"VALID",69684,"VALID",3.1,"UNRELIABLE",2.9,"UNRELIABLE",1,2,"VALID",67642,"VALID",2.5,"UNRELIABLE",3,"UNRELIABLE",1
"2098","WEST.VIRGINIA","Ohio County, West Virginia",54069,9,"VALID",133090,"VALID",5.3,"UNRELIABLE",6.8,"UNRELIABLE",1,7,"VALID",119529,"VALID",4.1,"UNRELIABLE",5.9,"UNRELIABLE",1
"2194","WEST.VIRGINIA","Pendleton County, West Virginia",54071,0,"VALID",19412,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",19808,"VALID",5.5,"UNRELIABLE",5,"UNRELIABLE",1
"2263","WEST.VIRGINIA","Pleasants County, West Virginia",54073,2,"VALID",19789,"VALID",10.3,"UNRELIABLE",10.1,"UNRELIABLE",1,0,"VALID",18597,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2268","WEST.VIRGINIA","Pocahontas County, West Virginia",54075,0,"VALID",24090,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",23028,"VALID",5.2,"UNRELIABLE",8.7,"UNRELIABLE",1
"2314","WEST.VIRGINIA","Preston County, West Virginia",54077,3,"VALID",75138,"VALID",3.9,"UNRELIABLE",4,"UNRELIABLE",1,4,"VALID",72970,"VALID",4.9,"UNRELIABLE",5.5,"UNRELIABLE",1
"2339","WEST.VIRGINIA","Putnam County, West Virginia",54079,4,"VALID",95732,"VALID",4.3,"UNRELIABLE",4.2,"UNRELIABLE",1,3,"VALID",100559,"VALID",3.2,"UNRELIABLE",3,"UNRELIABLE",1
"2349","WEST.VIRGINIA","Raleigh County, West Virginia",54081,9,"VALID",191376,"VALID",4.7,"UNRELIABLE",4.7,"UNRELIABLE",1,12,"VALID",178438,"VALID",6.2,"UNRELIABLE",6.7,"UNRELIABLE",1
"2361","WEST.VIRGINIA","Randolph County, West Virginia",54083,2,"VALID",71175,"VALID",2.7,"UNRELIABLE",2.8,"UNRELIABLE",1,2,"VALID",69196,"VALID",3.1,"UNRELIABLE",2.9,"UNRELIABLE",1
"2408","WEST.VIRGINIA","Ritchie County, West Virginia",54085,3,"VALID",27752,"VALID",10.5,"UNRELIABLE",10.8,"UNRELIABLE",1,1,"VALID",25953,"VALID",3.7,"UNRELIABLE",3.9,"UNRELIABLE",1
"2411","WEST.VIRGINIA","Roane County, West Virginia",54087,3,"VALID",39000,"VALID",7,"UNRELIABLE",7.7,"UNRELIABLE",1,1,"VALID",38538,"VALID",2.5,"UNRELIABLE",2.6,"UNRELIABLE",1
"2696","WEST.VIRGINIA","Summers County, West Virginia",54089,1,"VALID",34816,"VALID",2.2,"UNRELIABLE",2.9,"UNRELIABLE",1,2,"VALID",32984,"VALID",4.7,"UNRELIABLE",6.1,"UNRELIABLE",1
"2740","WEST.VIRGINIA","Taylor County, West Virginia",54091,2,"VALID",40098,"VALID",4.9,"UNRELIABLE",5,"UNRELIABLE",1,4,"VALID",37640,"VALID",8.3,"UNRELIABLE",10.6,"UNRELIABLE",1
"2803","WEST.VIRGINIA","Tucker County, West Virginia",54093,1,"VALID",20959,"VALID",3.6,"UNRELIABLE",4.8,"UNRELIABLE",1,0,"VALID",19430,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2816","WEST.VIRGINIA","Tyler County, West Virginia",54095,0,"VALID",27553,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",25373,"VALID",3.1,"UNRELIABLE",3.9,"UNRELIABLE",1
"2842","WEST.VIRGINIA","Upshur County, West Virginia",54097,2,"VALID",58002,"VALID",3.7,"UNRELIABLE",3.4,"UNRELIABLE",1,2,"VALID",57017,"VALID",3.6,"UNRELIABLE",3.5,"UNRELIABLE",1
"2975","WEST.VIRGINIA","Wayne County, West Virginia",54099,2,"VALID",112100,"VALID",1.8,"UNRELIABLE",1.8,"UNRELIABLE",1,3,"VALID",103944,"VALID",2.5,"UNRELIABLE",2.9,"UNRELIABLE",1
"2986","WEST.VIRGINIA","Webster County, West Virginia",54101,2,"VALID",29599,"VALID",7.4,"UNRELIABLE",6.8,"UNRELIABLE",1,2,"VALID",27467,"VALID",6,"UNRELIABLE",7.3,"UNRELIABLE",1
"2998","WEST.VIRGINIA","Wetzel County, West Virginia",54103,1,"VALID",52263,"VALID",1.9,"UNRELIABLE",1.9,"UNRELIABLE",1,3,"VALID",48513,"VALID",5.3,"UNRELIABLE",6.2,"UNRELIABLE",1
"3056","WEST.VIRGINIA","Wirt County, West Virginia",54105,1,"VALID",12760,"VALID",8,"UNRELIABLE",7.8,"UNRELIABLE",1,1,"VALID",13122,"VALID",8,"UNRELIABLE",7.6,"UNRELIABLE",1
"3063","WEST.VIRGINIA","Wood County, West Virginia",54107,9,"VALID",217985,"VALID",4.1,"UNRELIABLE",4.1,"UNRELIABLE",1,8,"VALID",209330,"VALID",3.5,"UNRELIABLE",3.8,"UNRELIABLE",1
"3083","WEST.VIRGINIA","Wyoming County, West Virginia",54109,2,"VALID",85591,"VALID",2.8,"UNRELIABLE",2.3,"UNRELIABLE",1,4,"VALID",75891,"VALID",6.1,"UNRELIABLE",5.3,"UNRELIABLE",1
"20","WISCONSIN","Adams County, Wisconsin",55001,1,"VALID",35104,"VALID",1.6,"UNRELIABLE",2.8,"UNRELIABLE",1,4,"VALID",37383,"VALID",6.2,"UNRELIABLE",10.7,"UNRELIABLE",1
"89","WISCONSIN","Ashland County, Wisconsin",55003,2,"VALID",38803,"VALID",3,"UNRELIABLE",5.2,"UNRELIABLE",1,1,"VALID",36964,"VALID",1.4,"UNRELIABLE",2.7,"UNRELIABLE",1
"135","WISCONSIN","Barron County, Wisconsin",55005,7,"VALID",97225,"VALID",6,"UNRELIABLE",7.2,"UNRELIABLE",1,8,"VALID",98579,"VALID",6.5,"UNRELIABLE",8.1,"UNRELIABLE",1
"150","WISCONSIN","Bayfield County, Wisconsin",55007,0,"VALID",32926,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,3,"VALID",32140,"VALID",6.9,"UNRELIABLE",9.3,"UNRELIABLE",1
"288","WISCONSIN","Brown County, Wisconsin",55009,21,"VALID",423608,"VALID",6,"VALID",5,"VALID",1,16,"VALID",440829,"VALID",4.2,"UNRELIABLE",3.6,"UNRELIABLE",1
"303","WISCONSIN","Buffalo County, Wisconsin",55011,2,"VALID",36046,"VALID",3.7,"UNRELIABLE",5.5,"UNRELIABLE",1,1,"VALID",34757,"VALID",2.8,"UNRELIABLE",2.9,"UNRELIABLE",1
"316","WISCONSIN","Burnett County, Wisconsin",55013,2,"VALID",30195,"VALID",3.5,"UNRELIABLE",6.6,"UNRELIABLE",1,1,"VALID",30755,"VALID",1.5,"UNRELIABLE",3.3,"UNRELIABLE",1
"357","WISCONSIN","Calumet County, Wisconsin",55015,3,"VALID",78004,"VALID",4.1,"UNRELIABLE",3.8,"UNRELIABLE",1,7,"VALID",81770,"VALID",9.5,"UNRELIABLE",8.6,"UNRELIABLE",1
"493","WISCONSIN","Chippewa County, Wisconsin",55017,5,"VALID",130281,"VALID",3.4,"UNRELIABLE",3.8,"UNRELIABLE",1,8,"VALID",128106,"VALID",5.3,"UNRELIABLE",6.2,"UNRELIABLE",1
"526","WISCONSIN","Clark County, Wisconsin",55019,6,"VALID",82653,"VALID",5.5,"UNRELIABLE",7.3,"UNRELIABLE",1,3,"VALID",80183,"VALID",3.5,"UNRELIABLE",3.7,"UNRELIABLE",1
"607","WISCONSIN","Columbia County, Wisconsin",55021,7,"VALID",106360,"VALID",5.5,"UNRELIABLE",6.6,"UNRELIABLE",1,10,"VALID",108630,"VALID",7.4,"UNRELIABLE",9.2,"UNRELIABLE",1
"660","WISCONSIN","Crawford County, Wisconsin",55023,2,"VALID",41245,"VALID",4.2,"UNRELIABLE",4.8,"UNRELIABLE",1,4,"VALID",39894,"VALID",7.6,"UNRELIABLE",10,"UNRELIABLE",1
"708","WISCONSIN","Dane County, Wisconsin",55025,33,"VALID",777139,"VALID",5.7,"VALID",4.2,"VALID",1,28,"VALID",816178,"VALID",4.3,"VALID",3.4,"VALID",1
"789","WISCONSIN","Dodge County, Wisconsin",55027,13,"VALID",184989,"VALID",6.4,"UNRELIABLE",7,"UNRELIABLE",1,10,"VALID",185588,"VALID",4.3,"UNRELIABLE",5.4,"UNRELIABLE",1
"795","WISCONSIN","Door County, Wisconsin",55029,4,"VALID",62791,"VALID",4.3,"UNRELIABLE",6.4,"UNRELIABLE",1,2,"VALID",63361,"VALID",2,"UNRELIABLE",3.2,"UNRELIABLE",1
"810","WISCONSIN","Douglas County, Wisconsin",55031,12,"VALID",105866,"VALID",9.4,"UNRELIABLE",11.3,"UNRELIABLE",1,10,"VALID",98772,"VALID",8.2,"UNRELIABLE",10.1,"UNRELIABLE",1
"819","WISCONSIN","Dunn County, Wisconsin",55033,2,"VALID",84974,"VALID",1.7,"UNRELIABLE",2.4,"UNRELIABLE",1,4,"VALID",85648,"VALID",4.3,"UNRELIABLE",4.7,"UNRELIABLE",1
"834","WISCONSIN","Eau Claire County, Wisconsin",55035,5,"VALID",188051,"VALID",2.9,"UNRELIABLE",2.7,"UNRELIABLE",1,13,"VALID",192755,"VALID",6.3,"UNRELIABLE",6.7,"UNRELIABLE",1
"925","WISCONSIN","Florence County, Wisconsin",55037,2,"VALID",10572,"VALID",14.9,"UNRELIABLE",18.9,"UNRELIABLE",1,2,"VALID",11035,"VALID",9.5,"UNRELIABLE",18.1,"UNRELIABLE",1
"934","WISCONSIN","Fond du Lac County, Wisconsin",55039,9,"VALID",212787,"VALID",4,"UNRELIABLE",4.2,"UNRELIABLE",1,14,"VALID",213959,"VALID",6.5,"UNRELIABLE",6.5,"UNRELIABLE",1
"938","WISCONSIN","Forest County, Wisconsin",55041,2,"VALID",21492,"VALID",7.9,"UNRELIABLE",9.3,"UNRELIABLE",1,0,"VALID",20445,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1083","WISCONSIN","Grant County, Wisconsin",55043,6,"VALID",129227,"VALID",4.2,"UNRELIABLE",4.6,"UNRELIABLE",1,10,"VALID",124750,"VALID",7.7,"UNRELIABLE",8,"UNRELIABLE",1
"1098","WISCONSIN","Green County, Wisconsin",55045,5,"VALID",73481,"VALID",5.9,"UNRELIABLE",6.8,"UNRELIABLE",1,6,"VALID",73600,"VALID",7.2,"UNRELIABLE",8.2,"UNRELIABLE",1
"1113","WISCONSIN","Green Lake County, Wisconsin",55047,2,"VALID",45532,"VALID",2.5,"UNRELIABLE",4.4,"UNRELIABLE",1,5,"VALID",45023,"VALID",8.3,"UNRELIABLE",11.1,"UNRELIABLE",1
"1333","WISCONSIN","Iowa County, Wisconsin",55049,3,"VALID",50418,"VALID",5.6,"UNRELIABLE",6,"UNRELIABLE",1,2,"VALID",49943,"VALID",3.9,"UNRELIABLE",4,"UNRELIABLE",1
"1339","WISCONSIN","Iron County, Wisconsin",55051,1,"VALID",16121,"VALID",4.6,"UNRELIABLE",6.2,"UNRELIABLE",1,0,"VALID",15043,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1373","WISCONSIN","Jackson County, Wisconsin",55053,4,"VALID",41300,"VALID",7.6,"UNRELIABLE",9.7,"UNRELIABLE",1,3,"VALID",39840,"VALID",6.2,"UNRELIABLE",7.5,"UNRELIABLE",1
"1411","WISCONSIN","Jefferson County, Wisconsin",55055,7,"VALID",163546,"VALID",4.2,"UNRELIABLE",4.3,"UNRELIABLE",1,4,"VALID",162696,"VALID",2.6,"UNRELIABLE",2.5,"UNRELIABLE",1
"1448","WISCONSIN","Juneau County, Wisconsin",55057,4,"VALID",51731,"VALID",5.8,"UNRELIABLE",7.7,"UNRELIABLE",1,2,"VALID",51775,"VALID",2.8,"UNRELIABLE",3.9,"UNRELIABLE",1
"1470","WISCONSIN","Kenosha County, Wisconsin",55059,18,"VALID",287998,"VALID",6.4,"UNRELIABLE",6.3,"UNRELIABLE",1,14,"VALID",286650,"VALID",4.9,"UNRELIABLE",4.9,"UNRELIABLE",1
"1481","WISCONSIN","Kewaunee County, Wisconsin",55061,1,"VALID",49715,"VALID",1.4,"UNRELIABLE",2,"UNRELIABLE",1,3,"VALID",48314,"VALID",4.2,"UNRELIABLE",6.2,"UNRELIABLE",1
"1526","WISCONSIN","La Crosse County, Wisconsin",55063,11,"VALID",216703,"VALID",5.2,"UNRELIABLE",5.1,"UNRELIABLE",1,14,"VALID",221945,"VALID",6.4,"UNRELIABLE",6.3,"UNRELIABLE",1
"1531","WISCONSIN","Lafayette County, Wisconsin",55065,4,"VALID",43330,"VALID",8.1,"UNRELIABLE",9.2,"UNRELIABLE",1,4,"VALID",40688,"VALID",8.8,"UNRELIABLE",9.8,"UNRELIABLE",1
"1563","WISCONSIN","Langlade County, Wisconsin",55067,2,"VALID",48706,"VALID",3.3,"UNRELIABLE",4.1,"UNRELIABLE",1,5,"VALID",46995,"VALID",7.2,"UNRELIABLE",10.6,"UNRELIABLE",1
"1663","WISCONSIN","Lincoln County, Wisconsin",55069,5,"VALID",66049,"VALID",5.9,"UNRELIABLE",7.6,"UNRELIABLE",1,4,"VALID",65866,"VALID",4.6,"UNRELIABLE",6.1,"UNRELIABLE",1
"1795","WISCONSIN","Manitowoc County, Wisconsin",55071,15,"VALID",200982,"VALID",6.1,"UNRELIABLE",7.5,"UNRELIABLE",1,10,"VALID",194665,"VALID",4.4,"UNRELIABLE",5.1,"UNRELIABLE",1
"1796","WISCONSIN","Marathon County, Wisconsin",55073,8,"VALID",272645,"VALID",3.1,"UNRELIABLE",2.9,"UNRELIABLE",1,17,"VALID",272090,"VALID",6.2,"UNRELIABLE",6.2,"UNRELIABLE",1
"1801","WISCONSIN","Marinette County, Wisconsin",55075,10,"VALID",97195,"VALID",7.1,"UNRELIABLE",10.3,"UNRELIABLE",1,7,"VALID",98621,"VALID",6.2,"UNRELIABLE",7.1,"UNRELIABLE",1
"1822","WISCONSIN","Marquette County, Wisconsin",55077,3,"VALID",29676,"VALID",6.4,"UNRELIABLE",10.1,"UNRELIABLE",1,0,"VALID",29846,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1873","WISCONSIN","Menominee County, Wisconsin",55078,0,"VALID",939,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",0,0,"VALID",1017,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",0
"1907","WISCONSIN","Milwaukee County, Wisconsin",55079,99,"VALID",1875874,"VALID",4.7,"VALID",5.3,"VALID",1,127,"VALID",1793853,"VALID",6,"VALID",7.1,"VALID",1
"1950","WISCONSIN","Monroe County, Wisconsin",55081,5,"VALID",88528,"VALID",5.2,"UNRELIABLE",5.6,"UNRELIABLE",1,11,"VALID",88933,"VALID",10.5,"UNRELIABLE",12.4,"UNRELIABLE",1
"2091","WISCONSIN","Oconto County, Wisconsin",55083,7,"VALID",72018,"VALID",7.7,"UNRELIABLE",9.7,"UNRELIABLE",1,3,"VALID",73517,"VALID",2.8,"UNRELIABLE",4.1,"UNRELIABLE",1
"2112","WISCONSIN","Oneida County, Wisconsin",55085,3,"VALID",76737,"VALID",3.2,"UNRELIABLE",3.9,"UNRELIABLE",1,5,"VALID",75663,"VALID",4.5,"UNRELIABLE",6.6,"UNRELIABLE",1
"2152","WISCONSIN","Outagamie County, Wisconsin",55087,15,"VALID",314356,"VALID",5.4,"UNRELIABLE",4.8,"UNRELIABLE",1,27,"VALID",325955,"VALID",8.8,"VALID",8.3,"VALID",1
"2160","WISCONSIN","Ozaukee County, Wisconsin",55089,8,"VALID",164383,"VALID",5.3,"UNRELIABLE",4.9,"UNRELIABLE",1,12,"VALID",169676,"VALID",7.3,"UNRELIABLE",7.1,"UNRELIABLE",1
"2200","WISCONSIN","Pepin County, Wisconsin",55091,1,"VALID",18542,"VALID",4.1,"UNRELIABLE",5.4,"UNRELIABLE",1,1,"VALID",17663,"VALID",2.8,"UNRELIABLE",5.7,"UNRELIABLE",1
"2236","WISCONSIN","Pierce County, Wisconsin",55093,3,"VALID",79424,"VALID",4.4,"UNRELIABLE",3.8,"UNRELIABLE",1,4,"VALID",80616,"VALID",5.7,"UNRELIABLE",5,"UNRELIABLE",1
"2282","WISCONSIN","Polk County, Wisconsin",55095,4,"VALID",82343,"VALID",3.1,"UNRELIABLE",4.9,"UNRELIABLE",1,5,"VALID",84078,"VALID",4.5,"UNRELIABLE",5.9,"UNRELIABLE",1
"2291","WISCONSIN","Portage County, Wisconsin",55097,4,"VALID",142773,"VALID",3.4,"UNRELIABLE",2.8,"UNRELIABLE",1,3,"VALID",146864,"VALID",2.3,"UNRELIABLE",2,"UNRELIABLE",1
